"","age","sex","country","anthropomorphism","mentalizing","vividnessImagery","dualism","promiscuousTelology","crtCorrect","existentialInsecurity","toleranceAmbinguity","rationalityImportance","beliefInGod_ord","agnosticism_ord","religiousAttendance","prayerFrequency","antiReligiosity","godKnowingPossibility","beliefConfidence","apatheismGod","apatheismPurpose","apatheism","truthPossibility","supernaturalism","afterlifeExistence","afterlifeReward","afterlifePunishment","reincarnation","astrology","mysticalPeople","mysticalObjects","goodEvil","universalLifeforce","karma","fate","supernatualBeings","goodSupernaturalBeings","harmfulSupernaturalBeings","evilEye","beliefInGod_cat","nonBeliefIdentity","beliefInGod_bin","agnosticIdentity_bin","religID_1","religID_2","religiousAttendance.1","prayerFrequency.1","religiousObjects","caregiverReligiosity","caregiverReligiousID","caregiverReligiosity2","caregiverReligiousID2","atheistMembership","atheistID","naturalism","spiritualForce"
"11",69,"Female","UK",-3.93403130658568,-3.94967289933678,2.08034276429055,1.78379958310082,1.17545958348504,2.73068035008164,-2.56757355435777,-0.49223118356776,0.863910887127622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3. I don't believe in a personal God, but I do believe in a Higher Power of some kind","4. Atheist","1","1","1","Protestant","Once a week","Several times each week","Yes, for religious reasons","0","Confucian","0","Other","0","1","1","Yes, I've had an experience like this."
"12",31,"Male","USA",-3.79800319288639,0.279625738972811,-0.50993100583539,1.76893869618195,-0.652203773313533,1.54085111171824,-0.616067042604405,1.10271215530916,1.57447216123033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. I don't believe in God","3. Non-religious","0","1","0","Orthodox","More than once a week","Less often","No","0","Buddhist","0","Daoist","1","1","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"13",71,"Male","China",0.85135013295163,-1.22419216740659,0.614648466227255,1.1539574532736,-1.93047381866103,0.0119013483522208,-2.17157808510086,0.261154833053417,-3.37257332365792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4. I find myself believing in God some of the time, but not at others","6. Humanist","1","0","0","Shiite","Once a month","Once a year","No","1","Sunni","1","Buddhist","0","0","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"14",42,"Male","Japan",-4.36502344900817,2.9892589406508,-2.88455787856183,0.0237710815073273,-2.62886339054762,1.66582560871677,0.063308903288992,0.696780225609892,1.66902881877523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","7. Sceptic","0","0","0","Confucian","Once a week","Several times a day","Yes, for non-religious reasons","1","Other","0","Daoist","0","0","1","No, I've never had an experience like this."
"15",43,"Female","USA",2.67072844891778,2.47402452909903,0.385135212292757,1.43327955022488,1.62345581400703,-2.42569463106224,0.61256444969205,0.480974865229871,1.40527827768328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7. Don't know","1. Spiritual but not Religious","1","1","0","Orthodox","Only on special holy days","Less often","Yes, for religious reasons","0","Catholic","0","Hindu","0","0","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"16",44,"Female","USA",-0.131674089115395,-4.38955993203155,-0.0387417437619826,1.03559179545969,1.35034776666149,3.65846249066713,4.04330301656927,-0.827441597985695,-3.52633318736507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","5. Agnostic","0","0","1","Daoist","Never, practically never","Only on special holy days","Yes, for religious reasons","1","Protestant","1","Shinto","1","0","0","No, I've never had an experience like this."
"17",22,"Female","USA",-2.68993266335917,-1.8286121010205,-2.7640726566939,-2.00906004326845,-1.50516163190388,1.25641375038715,0.395828523003093,2.63933643301796,-1.86263178111482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7. Don't know","7. Sceptic","0","0","1","Confucian","Less often","Less often","Yes, for religious reasons","0","Other","0","Hindu","0","1","0","I've had an experience like this, but I didn't associate it with a spiritual force."
"18",68,"Female","Brazil",-3.32589597320788,-0.142154129684784,2.74584529411196,0.175887846366791,4.16191754282458,-0.365706207614237,-3.85700740825684,-0.833141170363171,0.523415689877959,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","4. Atheist","0","0","0","Confucian","Only on special holy days","Once a day","Yes, for non-religious reasons","1","Catholic","1","Protestant","1","0","1","No, I've never had an experience like this."
"19",44,"Female","Brazil",-2.03048605410023,-1.46767248267903,3.15097407456643,2.09069520656249,0.398178955073407,1.44953039702801,-1.13057314385175,2.4933662194812,-1.77307378961134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2. I don't know whether there is a God, and I don't believe there is any way to find out","2. Seeker","0","1","1","Hindu","Once a week","Only when attending religious services","Yes, for religious reasons","1","Other","1","Buddhist","0","1","0","No, I've never had an experience like this."
"20",74,"Female","Japan",-2.24611187694759,2.97021869537965,-2.95528510330431,1.11773122120741,-3.0613300733638,2.70085953250178,3.34938624106162,-0.0594758176315265,-1.74542710839913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. I don't believe in God","6. Humanist","0","0","1","Orthodox","More than once a week","Only on special holy days","Yes, for non-religious reasons","1","Buddhist","0","Jewish","0","1","1","Yes, I've had an experience like this."
"21",45,"Male","USA",-0.996991667813811,1.76452907295297,4.12935909614658,3.8752794600104,-0.203697721617483,0.0325596670261042,-3.49074405424299,2.70610354188567,2.29589015304993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","3. Non-religious","1","0","0","Shinto","Once a month","Several times a day","Yes, for non-religious reasons","0","Other","1","Buddhist","0","0","1","No, I've never had an experience like this."
"22",74,"Female","Japan",1.0200519932023,-0.0785394726482768,0.300378762882925,-0.196958860279369,4.08044044523657,0.485547637550244,0.710979661448455,-3.65763769615265,-2.8486740492883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3. I don't believe in a personal God, but I do believe in a Higher Power of some kind","6. Humanist","0","0","0","Hindu","Once a month","Once a day","Yes, for religious reasons","0","Orthodox","0","Orthodox","1","1","0","I've had an experience like this, but I didn't associate it with a spiritual force."
"23",26,"Male","Brazil",1.66118090642049,3.08172782126398,-3.40324062448781,1.18822494503183,-3.52562227210203,-1.44314041308249,-1.5062924410646,-1.90452958931281,-4.27158386424463,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7. Don't know","2. Seeker","1","0","1","Shinto","More than once a week","Once a day","Yes, for non-religious reasons","0","Shinto","0","Other","0","0","0","I've had an experience like this, but I didn't associate it with a spiritual force."
"24",46,"Female","China",1.3613775371178,-1.55616271588359,0.232518642675794,0.63289699304197,1.37610622586611,2.63176638113546,-1.94446231012467,-2.42517014107902,1.99868174457431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3. I don't believe in a personal God, but I do believe in a Higher Power of some kind","5. Agnostic","1","0","1","Sunni","Only on special holy days","Never, practically never","Yes, for non-religious reasons","1","Shiite","0","Confucian","1","0","0","I've had an experience like this, but I didn't associate it with a spiritual force."
"25",52,"Female","UK",0.991462263201781,1.25474527474145,-0.51100671892243,1.38598683115362,0.100028791385601,2.62236949327947,-0.12603957080333,1.70672676188777,-2.05731111781688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4. I find myself believing in God some of the time, but not at others","6. Humanist","0","0","1","Buddhist","Never, practically never","Only when attending religious services","Yes, for religious reasons","0","Buddhist","1","Orthodox","0","0","0","I've had an experience like this, but I didn't associate it with a spiritual force."
"26",25,"Female","Denmark",0.092357504233948,-0.158832431829857,4.29817070410814,-3.35137138577636,-2.81645327816107,2.29247124966413,-2.96629573448175,-0.406578136978408,1.33571100620453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7. Don't know","4. Atheist","1","1","0","Buddhist","Only on special holy days","Several times a day","Yes, for non-religious reasons","1","Other","0","Jewish","0","1","1","No, I've never had an experience like this."
"27",43,"Female","Denmark",2.0544998035654,-4.14983563375005,2.29278657335221,1.8763602107116,-4.56595170656744,-3.06249695029002,-2.9942870909614,2.13598999806246,-0.644191667625905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3. I don't believe in a personal God, but I do believe in a Higher Power of some kind","4. Atheist","1","0","1","Daoist","More than once a week","Once a day","No","0","Protestant","1","Jewish","1","0","0","No, I've never had an experience like this."
"28",24,"Male","Denmark",2.35544489574363,2.73470231129247,-1.10593672164486,-2.32559241977786,-3.58614878143894,-3.25165295851675,2.09384320813572,0.231314783205394,0.41748942096582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4. I find myself believing in God some of the time, but not at others","5. Agnostic","0","0","1","Buddhist","Never, practically never","Once a year","Yes, for religious reasons","1","Daoist","0","Hindu","0","1","0","I've had an experience like this, but I didn't associate it with a spiritual force."
"29",59,"Male","China",-0.907354570513151,3.73296755319347,1.27822715703812,-2.87040659563894,2.14519894477523,-2.46251515908537,-2.13907097076486,-0.148550166695046,1.59955590894143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2. I don't know whether there is a God, and I don't believe there is any way to find out","1. Spiritual but not Religious","1","0","1","Protestant","Never, practically never","Several times a day","No","0","Sunni","1","Protestant","1","1","0","Yes, I've had an experience like this."
"30",26,"Male","China",1.74748100187705,0.453881580171498,4.98711739850395,2.78068486493896,-3.33840257659602,-2.89040398886481,4.46955927395416,-3.02274600725719,0.625358032770822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","7. Sceptic","0","0","0","Buddhist","Once a week","Only on special holy days","No","1","Catholic","1","Confucian","0","0","0","No, I've never had an experience like this."
"31",79,"Female","China",-0.608213481917732,3.16534206878876,2.20291699615944,-2.79654039653338,-0.521754466198761,3.82833794731001,2.65300265783265,-0.140569584188182,-3.55131024331362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3. I don't believe in a personal God, but I do believe in a Higher Power of some kind","4. Atheist","0","1","1","Protestant","Never, practically never","Less often","Yes, for non-religious reasons","0","Buddhist","0","Confucian","1","1","0","No, I've never had an experience like this."
"32",36,"Female","Denmark",-2.78215446458389,1.9856763815671,0.567499826759663,2.20672570494231,-2.30784446973173,2.68322298142543,-0.147830414661092,0.993845301917224,0.614755900735415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","6. Humanist","0","1","1","Protestant","Less often","Never, practically never","Yes, for non-religious reasons","1","Catholic","0","Catholic","1","0","0","Yes, I've had an experience like this."
"33",53,"Male","Denmark",-1.85636568121001,-3.06197985036151,0.321329233873134,-2.00894099554126,-2.99171676717157,0.00671864177842552,3.00163821791908,3.53583232590556,-1.07104026819267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","6. Humanist","0","0","1","Protestant","Never, practically never","Several times each week","Yes, for religious reasons","0","Protestant","1","Jewish","1","1","0","Yes, I've had an experience like this."
"34",31,"Male","Brazil",1.31794085214126,-1.22313685115987,-2.61015357058959,2.90683309585006,1.45614844422202,-0.69315513009333,-3.45123342074467,-1.00002115816524,-1.96950181103267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. I don't believe in God","2. Seeker","0","0","1","Jewish","Once a week","Never, practically never","Yes, for non-religious reasons","1","Protestant","1","Orthodox","1","1","1","Yes, I've had an experience like this."
"35",34,"Male","Japan",3.70423735353287,2.44279472733112,0.15464175721541,1.22462397642167,1.89323401381403,5.52675555603144,1.10771451575719,4.3903007644614,-3.30556139831866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4. I find myself believing in God some of the time, but not at others","2. Seeker","1","1","0","Shinto","More than once a week","Only when attending religious services","No","1","Protestant","0","Shinto","1","0","1","Yes, I've had an experience like this."
"36",60,"Male","Japan",-3.1626979857893,-2.55324712815963,-0.646833721220608,-3.68883711417495,0.518194368177396,-3.19886646626717,1.04520191105526,0.583204896725002,-1.24756682957101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","1. Spiritual but not Religious","1","0","1","Sunni","Less often","Only when attending religious services","Yes, for non-religious reasons","0","Buddhist","1","Sunni","0","0","1","Yes, I've had an experience like this."
"37",56,"Female","Denmark",3.48717267581591,1.67924366964362,-0.85769961380167,1.16304923278915,0.860554598215034,2.19289471440218,-1.42484079804316,-0.701539859600809,-0.137738117837478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2. I don't know whether there is a God, and I don't believe there is any way to find out","5. Agnostic","1","0","0","Daoist","Less often","Once a year","Yes, for non-religious reasons","1","Hindu","1","Catholic","0","1","0","Yes, I've had an experience like this."
"38",70,"Female","China",-3.42105592323041,1.70237951069708,-1.75265739897588,0.326718675856799,-1.17319118844519,-0.368046509608335,-3.01473615794181,-2.59645133335399,2.23057363374905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7. Don't know","3. Non-religious","1","1","1","Jewish","Once a year","Once a day","Yes, for non-religious reasons","0","Confucian","1","Catholic","1","0","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"39",29,"Male","UK",0.874946350482226,2.00527947526744,-1.71066961277901,0.946413769241365,2.60601677435657,1.46466394267126,-1.16732498032239,-1.49750493318386,2.98362312296452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5. While I have doubts, I feel that I do believe in God.","7. Sceptic","1","0","0","Confucian","Less often","Several times each week","No","0","Sunni","1","Hindu","0","1","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"40",32,"Male","Denmark",1.00575572778004,1.2447557947991,-2.05662343874817,4.47479837147802,-3.78744000305968,1.04502364880818,0.844883270206469,3.62463605391762,-2.3210890625962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6. I know God really exists and I have no doubt about it.","3. Non-religious","1","0","0","Daoist","Never, practically never","Less often","No","1","Hindu","1","Sunni","1","1","1","No, I've never had an experience like this."
"41",49,"Female","Brazil",0.755877490766441,5.23685272715551,0.233820831065062,-2.58533504101274,-0.693134384671514,1.83530803442835,-3.88314436385671,2.42169063231752,2.35601162992861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2. I don't know whether there is a God, and I don't believe there is any way to find out","3. Non-religious","0","0","0","Daoist","Once a year","Only on special holy days","No","1","Jewish","1","Daoist","0","0","1","Yes, I've had an experience like this."
"42",59,"Male","USA",0.0729118075915178,1.10379494143124,2.11299560231514,3.26710961278222,1.35766791263491,3.53146063727135,-0.981202672795152,0.183806493910532,-0.0592018687570781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3. I don't believe in a personal God, but I do believe in a Higher Power of some kind","7. Sceptic","1","1","1","Shiite","Never, practically never","Never, practically never","Yes, for religious reasons","1","Hindu","1","Confucian","1","0","0","No, I've never had an experience like this."
"43",62,"Female","China",-0.505320647673213,-0.000510722785166173,-0.281358157463942,1.20270016258153,1.22949629804945,1.41867603490992,5.07259570441634,-2.27648674835148,0.151637314516756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. I don't believe in God","5. Agnostic","1","1","1","Catholic","Once a week","Never, practically never","No","1","Jewish","1","Confucian","1","1","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"44",24,"Male","UK",0.593090376608946,0.718696393894775,3.35117900186786,0.45952147994802,1.54181068854341,1.81694363838191,1.63334681863458,0.0657193091199776,-3.12112937245021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. I don't believe in God","6. Humanist","0","0","0","Catholic","Never, practically never","Once a day","No","0","Daoist","0","Sunni","0","1","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"45",26,"Male","UK",-1.50368321377701,0.350570157505097,-0.271249742608636,4.19116206451123,-2.76132556188375,1.75009729584044,-0.00960563566458172,0.790711969662232,-1.60189757357958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7. Don't know","7. Sceptic","1","1","1","Hindu","Once a year","Several times a day","Yes, for religious reasons","0","Sunni","0","Buddhist","0","0","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"46",58,"Female","UK",2.35590501952577,1.15252665499767,-1.27841714297546,-2.25064017912152,0.620063067578857,3.02012844626318,2.6855151949812,3.15247753494102,-1.6377904287483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7. Don't know","2. Seeker","1","1","1","Confucian","More than once a week","Once a day","No","1","Orthodox","0","Daoist","0","0","1","No, I've never had an experience like this."
"47",27,"Female","Japan",-3.35677991355885,3.22540762011505,2.09019279262134,-0.903555539452317,1.4793701231046,-2.61856426684764,-3.50765957718889,2.94529858266093,0.69571370154598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1. I don't believe in God","4. Atheist","0","0","1","Shiite","Only on special holy days","Once a day","Yes, for non-religious reasons","1","Catholic","1","Orthodox","1","1","1","I've had an experience like this, but I didn't associate it with a spiritual force."
"48",40,"Female","China",-1.67605789220515,0.969238263523213,2.83440634436276,1.90172383325987,3.64986284637076,-1.22274085780654,1.22460863430084,2.72315701967529,1.81092588946343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5. While I have doubts, I feel that I do believe in God.","1. Spiritual but not Religious","1","0","0","Hindu","Once a week","Several times each week","Yes, for religious reasons","1","Hindu","1","Hindu","0","0","0","Yes, I've had an experience like this."
"49",44,"Female","Denmark",-0.981539682258446,0.0881672625367214,-0.892788324811028,2.03899313626905,3.76311181066196,1.36354293731005,3.69740998344928,0.772239143523843,0.00390140965658793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5. While I have doubts, I feel that I do believe in God.","4. Atheist","1","1","0","Jewish","Never, practically never","Once a year","Yes, for non-religious reasons","0","Other","1","Shiite","0","1","1","Yes, I've had an experience like this."
